segment,x1,y1,x2,y2,midpoint_x,midpoint_y,length_px,orientation_deg,total_angle_change_deg,average_angle_change_deg,curvature_rad_per_px,trajectory_pattern
296,577,669,591,687,584.0,678.0,22.80350850198276,127.8749836510982,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
61,398,696,399,674,398.5,685.0,22.02271554554524,87.39743779750019,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
238,190,684,208,702,199.0,693.0,25.45584412271571,135.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
167,189,684,212,704,200.5,694.0,30.479501308256342,138.9909130984298,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
36,717,692,739,670,728.0,681.0,31.11269837220809,45.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
160,790,696,803,668,796.5,682.0,30.870698080866262,65.09523119190482,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
266,788,694,803,671,795.5,682.5,27.459060435491963,56.88865803962798,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
35,567,676,585,703,576.0,689.5,32.449961479175904,123.69006752597979,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
152,575,674,585,705,580.0,689.5,32.57299494980466,107.87869659584133,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
240,302,692,318,706,310.0,699.0,21.2602916254693,138.81407483429035,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
172,571,705,595,680,583.0,692.5,34.655446902326915,46.16913932790742,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
254,628,703,641,684,634.5,693.5,23.021728866442675,55.619655276155136,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
153,298,697,310,716,304.0,706.5,22.47220505424423,122.27564431457762,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
292,226,700,242,718,234.0,709.0,24.08318915758459,131.6335393365702,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
299,525,693,539,708,532.0,700.5,20.518284528683193,133.02506598911802,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
43,578,706,601,692,589.5,699.0,26.92582403567252,31.328692867804172,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
134,540,687,561,714,550.5,700.5,34.20526275297414,127.8749836510982,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
20,480,714,494,695,487.0,704.5,23.600847442411894,53.615648184164115,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
